family,tf,configs,active,share_positive,share_sharpe_gt1,median_sharpe,p90_sharpe,best_sharpe,median_total,share_pmr_ge_08,median_avg_trade_bp
U_BAR_PRESSURE,15,864.0,667.0,0.022488755622188907,0.0,-5.713975815064814,-0.9661103364497753,0.9365986588724767,-0.40173849335928935,0.0,-17.866420620713647
U_BAR_PRESSURE,30,864.0,648.0,0.14351851851851852,0.046296296296296294,-2.712780839072122,0.4940547726614071,1.784871362902918,-0.1626174862831249,0.0,-16.747339464543465
U_BAR_PRESSURE,60,864.0,582.0,0.18556701030927836,0.04982817869415808,-1.3100478546682501,0.6716246425965455,2.493308787436739,-0.08214653099003044,0.0,-14.385550827760824
U_BAR_PRESSURE,1440,864.0,51.0,0.39215686274509803,0.17647058823529413,-0.963166569934985,1.1064113302240794,2.7843039037086026,-0.12920405551267322,0.0,-86.13603558225677
U_OBV,15,432.0,367.0,0.0681198910081744,0.010899182561307902,-3.0209046501295127,-0.19272193696307538,1.6530741726424951,-0.43681948324956466,0.0,-14.622526562826721
U_OBV,30,432.0,360.0,0.10833333333333334,0.002777777777777778,-1.5424182349455324,0.05920060136672956,1.5022924252737917,-0.21834855283736943,0.0,-13.766161505790011
U_OBV,60,432.0,351.0,0.2849002849002849,0.042735042735042736,-0.6641178322701347,0.5933467071923407,1.3598975015325416,-0.11038274537531834,0.0,-11.870101955660392
U_OBV,1440,432.0,109.0,0.44036697247706424,0.11926605504587157,-0.35126139789044314,1.2391579851326096,1.70142503206688,-0.09034210673416965,0.0,-47.011919194855665
U_SIGNED_VOL,15,2592.0,2454.0,0.05134474327628362,0.007334963325183374,-3.385631592099565,-0.4900687443354904,1.8076996922235318,-0.3725554675402236,0.0,-14.817770086631297
U_SIGNED_VOL,30,2592.0,2197.0,0.10332271279016841,0.025034137460172964,-2.0437851251179686,0.03262110795375983,2.8197848725341332,-0.22532362141282647,0.0004551661356395084,-14.85698434868357
U_SIGNED_VOL,60,2592.0,2111.0,0.20274751302700142,0.037423022264329704,-0.9866371931882074,0.4563574064195882,2.561834117696105,-0.1088469969408834,0.0004737091425864519,-14.069224402170656
U_SIGNED_VOL,1440,2592.0,314.0,0.5254777070063694,0.1751592356687898,0.07659313136041282,1.3242087630258061,1.8143517937527267,0.01293914882990066,0.022292993630573247,8.710050628988517
U_VOL_BREAK,15,864.0,864.0,0.0798611111111111,0.015046296296296295,-2.4866490491548183,-0.14877364703328858,2.1169300617313658,-0.2619903222021094,0.0,-14.763570674751474
U_VOL_BREAK,30,864.0,864.0,0.19212962962962962,0.03356481481481482,-1.1144364492656236,0.3644511773833836,2.2881594559030525,-0.12565456705306133,0.0,-13.55075022782435
U_VOL_BREAK,60,864.0,864.0,0.3773148148148148,0.07175925925925926,-0.3170636210926763,0.80664119456818,2.3463324152532263,-0.0357436215663256,0.0,-7.932065430325909
U_VOL_BREAK,1440,864.0,0.0,,,,,,,,
V_NR_BREAK,15,648.0,551.0,0.07078039927404718,0.007259528130671506,-3.4656529399108815,-0.3377737859122718,1.7960670146349162,-0.5640125753016036,0.0,-11.715349709635564
V_NR_BREAK,30,648.0,541.0,0.05545286506469501,0.005545286506469501,-3.0361068720624225,-0.44025355168538033,1.424859931136808,-0.4718280905071879,0.0,-15.873621986724977
V_NR_BREAK,60,648.0,537.0,0.11731843575418995,0.03165735567970205,-1.874021123118281,0.11148738600345177,2.504800399902898,-0.3208064648497384,0.0,-19.970135757656088
V_NR_BREAK,1440,648.0,182.0,0.4835164835164835,0.2087912087912088,-0.025319284275836886,1.4679157207806575,2.9023154412836045,-0.005193209042772651,0.01098901098901099,-2.5372808727391427
V_RANGE_EXP,15,1296.0,1103.0,0.09610154125113328,0.013599274705349048,-2.263261183370553,-0.05599307444637367,2.61652808651931,-0.2910955338156782,0.0,-15.468360649974395
V_RANGE_EXP,30,1296.0,1072.0,0.16138059701492538,0.024253731343283583,-1.186597776250737,0.2989726507798695,2.4956818838238095,-0.16116098420025082,0.0,-15.715503434738284
V_RANGE_EXP,60,1296.0,1034.0,0.27562862669245647,0.07833655705996131,-0.8494928780692084,0.8551253264034367,3.455145121308918,-0.10946484371015686,0.0009671179883945841,-18.97705444702881
V_RANGE_EXP,1440,1296.0,158.0,0.4620253164556962,0.17088607594936708,-0.05488100570311512,1.5341820070929697,3.080476511678849,-0.011344858874508645,0.0,-7.882152691706464
V_REGIME_TREND,15,1296.0,1296.0,0.2492283950617284,0.06095679012345679,-1.0278783760252703,0.7080639093112324,2.237965342265959,-0.0839330049311684,0.0007716049382716049,-11.878566001917923
V_REGIME_TREND,30,1296.0,1215.0,0.3958847736625514,0.102880658436214,-0.35668489687637694,1.0230619408078316,2.915740085648238,-0.025879209948470816,0.0,-7.203890852215886
V_REGIME_TREND,60,1296.0,872.0,0.44036697247706424,0.14678899082568808,-0.19486302537925806,1.2378966463628152,2.772439760660806,-0.015321748680435121,0.0,-7.621440213132156
V_REGIME_TREND,1440,1296.0,0.0,,,,,,,,
V_SQUEEZE,15,1728.0,1728.0,0.17650462962962962,0.030671296296296297,-1.6106387419657282,0.43821868319559915,1.9866036561480798,-0.08504378825185199,0.0,-12.564076732205772
V_SQUEEZE,30,1728.0,1710.0,0.35555555555555557,0.09532163742690059,-0.4912805027713114,0.9692012535248155,2.9159786260530383,-0.027554217565921135,0.0,-7.455049688076036
V_SQUEEZE,60,1728.0,1475.0,0.5098305084745762,0.17559322033898306,0.032348063248533496,1.2755150908746962,3.330396686183097,0.002035491430433467,0.0,0.9059378626475126
V_SQUEEZE,1440,1728.0,0.0,,,,,,,,
